age,JobType,EdType,maritalstatus,occupation,race,gender,nativecountry,SalStat
31,Private,11th,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
30,Self emp inc,Some college,Married civ spouse,Craft repair,Black,Male,United States,"less than or equal to 50,000"
40,Self emp not inc,Assoc acdm,Married civ spouse,Farming fishing,White,Male,United States,"greater than 50,000"
22,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
25,Private,Some college,Divorced,Other service,Black,Male,United States,"less than or equal to 50,000"
51,Local gov,Masters,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
32,Private,Assoc acdm,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
51,Self emp inc,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
42,Private,Some college,Divorced,Sales,White,Male,United States,"greater than 50,000"
39,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"greater than 50,000"
24,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
52,Private,HS grad,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
43,Private,Masters,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
31,Private,HS grad,Married civ spouse,Machine op inspct,White,Male,United States,"less than or equal to 50,000"
28,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
31,Federal gov,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
61,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
26,Private,Bachelors,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
46,Private,Bachelors,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
50,Private,Masters,Divorced,Prof specialty,White,Female,United States,"less than or equal to 50,000"
18,Private,11th,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
23,Private,Bachelors,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
21,Private,Some college,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
38,Private,HS grad,Divorced,Sales,White,Female,United States,"less than or equal to 50,000"
53,Private,12th,Divorced,Farming fishing,White,Male,United States,"less than or equal to 50,000"
53,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"greater than 50,000"
50,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
26,Private,HS grad,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
46,Local gov,Masters,Divorced,Prof specialty,White,Female,United States,"greater than 50,000"
44,Local gov,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
36,Local gov,Masters,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
20,Private,Some college,Never married,Other service,White,Female,United States,"less than or equal to 50,000"
35,Private,7th 8th,Married civ spouse,Tech support,White,Male,Mexico,"less than or equal to 50,000"
40,State gov,Bachelors,Married civ spouse,Exec managerial,White,Female,United States,"less than or equal to 50,000"
57,Private,7th 8th,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
40,Private,Preschool,Married civ spouse,Other service,White,Male,Mexico,"less than or equal to 50,000"
18,Private,11th,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
45,Self emp not inc,Bachelors,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
52,Private,Bachelors,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
42,Self emp inc,Bachelors,Married civ spouse,Craft repair,Black,Male,United States,"less than or equal to 50,000"
28,Local gov,HS grad,Separated,Transport moving,White,Male,United States,"less than or equal to 50,000"
32,Private,Assoc voc,Never married,Tech support,White,Female,United States,"less than or equal to 50,000"
56,Federal gov,Bachelors,Divorced,Adm clerical,White,Male,United States,"less than or equal to 50,000"
44,Private,1st 4th,Married civ spouse,Other service,Asian Pac Islander,Female,Vietnam,"less than or equal to 50,000"
20,Private,Some college,Never married,Sales,Black,Female,United States,"less than or equal to 50,000"
32,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
59,Private,Some college,Separated,Adm clerical,White,Male,United States,"less than or equal to 50,000"
21,Private,HS grad,Never married,Handlers cleaners,Black,Male,United States,"less than or equal to 50,000"
32,Private,Masters,Married civ spouse,Prof specialty,White,Male,United States,"greater than 50,000"
49,Private,HS grad,Married civ spouse,Sales,White,Male,United States,"less than or equal to 50,000"
22,Private,Bachelors,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
51,Self emp inc,Some college,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
33,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
23,Private,Bachelors,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
34,Private,HS grad,Never married,Other service,Black,Male,United States,"less than or equal to 50,000"
53,Private,12th,Divorced,Transport moving,White,Female,United States,"less than or equal to 50,000"
44,Private,Bachelors,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
60,Private,Some college,Widowed,Protective serv,Black,Female,United States,"less than or equal to 50,000"
55,Private,Some college,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
57,Self emp not inc,HS grad,Married civ spouse,Farming fishing,White,Male,United States,"less than or equal to 50,000"
59,Private,Doctorate,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
30,Private,Assoc voc,Married civ spouse,Prof specialty,White,Female,United States,"greater than 50,000"
49,Private,Bachelors,Married civ spouse,Exec managerial,White,Female,United States,"less than or equal to 50,000"
45,Private,12th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
29,Self emp inc,Bachelors,Never married,Sales,White,Female,United States,"less than or equal to 50,000"
37,Self emp not inc,HS grad,Married civ spouse,Farming fishing,White,Male,United States,"greater than 50,000"
21,Private,12th,Never married,Farming fishing,White,Male,United States,"less than or equal to 50,000"
36,State gov,HS grad,Married civ spouse,Exec managerial,White,Male,United States,"less than or equal to 50,000"
37,Private,Bachelors,Never married,Sales,White,Male,United States,"less than or equal to 50,000"
19,Private,HS grad,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
30,Private,Assoc voc,Married civ spouse,Tech support,White,Female,Germany,"less than or equal to 50,000"
59,Federal gov,Some college,Married civ spouse,Tech support,White,Male,United States,"greater than 50,000"
32,Private,Assoc voc,Married civ spouse,Other service,White,Male,United States,"greater than 50,000"
25,Private,Bachelors,Never married,Adm clerical,White,Male,United States,"less than or equal to 50,000"
40,Private,Bachelors,Married civ spouse,Handlers cleaners,White,Male,United States,"greater than 50,000"
49,Local gov,Bachelors,Divorced,Prof specialty,White,Female,United States,"greater than 50,000"
49,Private,Some college,Married civ spouse,Adm clerical,White,Male,United States,"less than or equal to 50,000"
48,Private,9th,Widowed,Transport moving,White,Male,United States,"greater than 50,000"
42,Private,Some college,Married civ spouse,Prof specialty,White,Male,United States,"less than or equal to 50,000"
53,Private,11th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
29,Self emp not inc,HS grad,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
54,Self emp not inc,HS grad,Married civ spouse,Transport moving,White,Male,United States,"less than or equal to 50,000"
34,Private,Bachelors,Never married,Adm clerical,White,Female,United States,"less than or equal to 50,000"
39,Private,Bachelors,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
30,Private,HS grad,Married civ spouse,Handlers cleaners,White,Male,United States,"less than or equal to 50,000"
27,Private,Bachelors,Never married,Exec managerial,White,Female,United States,"less than or equal to 50,000"
25,Private,Assoc voc,Never married,Craft repair,White,Male,United States,"less than or equal to 50,000"
26,Private,HS grad,Separated,Farming fishing,White,Male,United States,"less than or equal to 50,000"
45,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
55,Private,Some college,Separated,Exec managerial,White,Female,United States,"less than or equal to 50,000"
26,Private,HS grad,Never married,Other service,White,Male,United States,"less than or equal to 50,000"
45,Private,Bachelors,Separated,Prof specialty,White,Female,Germany,"less than or equal to 50,000"
61,Local gov,Masters,Divorced,Prof specialty,White,Female,United States,"greater than 50,000"
26,Private,HS grad,Married civ spouse,Exec managerial,Black,Male,United States,"less than or equal to 50,000"
44,Federal gov,Masters,Never married,Prof specialty,White,Female,United States,"less than or equal to 50,000"
45,Self emp not inc,Some college,Divorced,Craft repair,White,Male,United States,"less than or equal to 50,000"
55,Private,Some college,Divorced,Adm clerical,White,Female,United States,"less than or equal to 50,000"
20,Private,Some college,Never married,Other service,Asian Pac Islander,Male,United States,"less than or equal to 50,000"
48,Private,Assoc acdm,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
33,Private,HS grad,Divorced,Craft repair,White,Male,United States,"less than or equal to 50,000"
44,Private,9th,Married civ spouse,Machine op inspct,Black,Male,United States,"less than or equal to 50,000"
32,Self emp inc,Bachelors,Married civ spouse,Craft repair,White,Male,Canada,"less than or equal to 50,000"
54,Private,7th 8th,Married civ spouse,Craft repair,White,Male,United States,"less than or equal to 50,000"
40,Private,Masters,Married civ spouse,Exec managerial,White,Male,United States,"greater than 50,000"
29,Private,HS grad,Married civ spouse,Prof specialty,Asian Pac Islander,Female,China,"greater than 50,000"
56,Private,10th,Married civ spouse,Adm clerical,Black,Male,United States,"less than or equal to 50,000"
47,Private,HS grad,Married civ spouse,Craft repair,White,Male,United States,"greater than 50,000"
22,Private,Some college,Never married,Tech support,White,Female,United States,"less than or equal to 50,000"
